"titre";"créateur";"contributeur";"sujet";"description";"editeur";"Date ";"Type ";"format";"identifiant";"Source 1";"Source 2";"langue";"Relation";"couverture";"droits";"url"
"Marrubium alysson  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Marrubium_alysson_CLF125586";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Marrubium_alysson_CLF125586.jpg"
"Marrubium alysson  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Marrubium_alysson_CLF125587";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Marrubium_alysson_CLF125587.jpg"
"Marrubium ayardii  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Marrubium_ayardii_CLF125588";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Marrubium_ayardii_CLF125588.jpg"
"Marrubium deserti  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Marrubium_deserti_CLF125589";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Marrubium_deserti_CLF125589.jpg"
"Marrubium fontianum  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Marrubium_fontianum_CLF125590";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Marrubium_fontianum_CLF125590.jpg"
"Marrubium fontianum  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Marrubium_fontianum_CLF125591";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Marrubium_fontianum_CLF125591.jpg"
"Marrubium peregrinum  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Marrubium_peregrinum_CLF125592";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Marrubium_peregrinum_CLF125592.jpg"
"Marrubium supinum  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Marrubium_supinum_CLF125593";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Marrubium_supinum_CLF125593.jpg"
"Marrubium supinum  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Marrubium_supinum_CLF125594";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Marrubium_supinum_CLF125594.jpg"
"Marrubium supinum  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Marrubium_supinum_CLF125595";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Marrubium_supinum_CLF125595.jpg"
"Marrubium vulgare  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Marrubium_vulgare_CLF125596";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Marrubium_vulgare_CLF125596.jpg"
"Marrubium vulgare  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Marrubium_vulgare_CLF125597";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Marrubium_vulgare_CLF125597.jpg"
"Melissa officinalis  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Melissa_officinalis_CLF125598";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Melissa_officinalis_CLF125598.jpg"
"Melittis melissophillum  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Melittis_melissophillum_CLF125599";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Melittis_melissophillum_CLF125599.jpg"
"Melittis melissophillum  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Melittis_melissophillum_CLF125600";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Melittis_melissophillum_CLF125600.jpg"
"Mentha aquatica  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Mentha_aquatica_CLF125601";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Mentha_aquatica_CLF125601.jpg"
"Mentha arvensis  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Mentha_arvensis_CLF125602";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Mentha_arvensis_CLF125602.jpg"
"Mentha gattefossei  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Mentha_gattefossei_CLF125603";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Mentha_gattefossei_CLF125603.jpg"
"Mentha longifolia  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Mentha_longifolia_CLF125604";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Mentha_longifolia_CLF125604.jpg"
"Mentha longifolia  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Mentha_longifolia_CLF125605";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Mentha_longifolia_CLF125605.jpg"
"Mentha pulegium  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Mentha_pulegium_CLF125606";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Mentha_pulegium_CLF125606.jpg"
"Mentha pulegium  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Mentha_pulegium_CLF125607";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Mentha_pulegium_CLF125607.jpg"
"Mentha pulegium  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Mentha_pulegium_CLF125608";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Mentha_pulegium_CLF125608.jpg"
"Mentha rotundifolia  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Mentha_rotundifolia_CLF125609";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Mentha_rotundifolia_CLF125609.jpg"
"Mentha suaveolens  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Mentha_suaveolens_CLF125610";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Mentha_suaveolens_CLF125610.jpg"
"Mentha verticillata  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Mentha_verticillata_CLF125611";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Mentha_verticillata_CLF125611.jpg"
"Mentha verticillata  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Mentha_verticillata_CLF125612";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Mentha_verticillata_CLF125612.jpg"
"Mentha longifolia  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Mentha_longifolia_CLF125613";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Mentha_longifolia_CLF125613.jpg"
"Satureja battandieri  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Satureja_battandieri_CLF125614";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Satureja_battandieri_CLF125614.jpg"
"Micromeria filiformis  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_filiformis_CLF125615";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_filiformis_CLF125615.jpg"
"Micromeria frutisosa  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_frutisosa_CLF125616";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_frutisosa_CLF125616.jpg"
"Micromeria graeca  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_graeca_CLF125617";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_graeca_CLF125617.jpg"
"Micromeria graeca  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_graeca_CLF125618";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_graeca_CLF125618.jpg"
"Micromeria graeca  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_graeca_CLF125619";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_graeca_CLF125619.jpg"
"Micromeria graeca  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_graeca_CLF125620";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_graeca_CLF125620.jpg"
"Micromeria graeca  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_graeca_CLF125621";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_graeca_CLF125621.jpg"
"Micromeria graeca  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_graeca_CLF125622";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_graeca_CLF125622.jpg"
"Micromeria hochreutineri  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_hochreutineri_CLF125623";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_hochreutineri_CLF125623.jpg"
"Micromeria hochreutineri  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_hochreutineri_CLF125624";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_hochreutineri_CLF125624.jpg"
"Micromeria juliana  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_juliana_CLF125625";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_juliana_CLF125625.jpg"
"Micromeria macrosiphon  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_macrosiphon_CLF125626";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_macrosiphon_CLF125626.jpg"
"Micromeria marginata  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_marginata_CLF125627";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_marginata_CLF125627.jpg"
"Micromeria myrtifolia  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_myrtifolia_CLF125628";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_myrtifolia_CLF125628.jpg"
"Micromeria myrtifolia  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_myrtifolia_CLF125629";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_myrtifolia_CLF125629.jpg"
"Micromeria nervosa  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Micromeria_nervosa_CLF125630";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Micromeria_nervosa_CLF125630.jpg"
"Molucella spinosa  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Molucella_spinosa_CLF125631";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Molucella_spinosa_CLF125631.jpg"
"Monarda didyma  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Monarda_didyma_CLF125632";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Monarda_didyma_CLF125632.jpg"
"Nepeta amethystina  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Nepeta_amethystina_CLF125633";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Nepeta_amethystina_CLF125633.jpg"
"Nepeta amethystina  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Nepeta_amethystina_CLF125634";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Nepeta_amethystina_CLF125634.jpg"
"Nepeta amethystina  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Nepeta_amethystina_CLF125635";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Nepeta_amethystina_CLF125635.jpg"
"Nepeta apulei  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Nepeta_apulei_CLF125636";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Nepeta_apulei_CLF125636.jpg"
"Nepeta barbara  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Nepeta_barbara_CLF125637";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Nepeta_barbara_CLF125637.jpg"
"Nepeta cataria  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Nepeta_cataria_CLF125638";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Nepeta_cataria_CLF125638.jpg"
"Nepeta granatensis  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Nepeta_granatensis_CLF125639";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Nepeta_granatensis_CLF125639.jpg"
"Nepeta latifolia  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Nepeta_latifolia_CLF125640";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Nepeta_latifolia_CLF125640.jpg"
"Nepeta foliosa  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Nepeta_foliosa_CLF125641";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Nepeta_foliosa_CLF125641.jpg"
"Nepeta nepetella  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Nepeta_nepetella_CLF125642";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Nepeta_nepetella_CLF125642.jpg"
"Nepeta nuda  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Nepeta_nuda_CLF125643";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Nepeta_nuda_CLF125643.jpg"
"Nepeta spruneri  (Lamiaceae)";"Chaffin, Christiane";;;;;;"still image";"image/jpeg";"Lamiaceae_Nepeta_spruneri_CLF125644";"Bibliothèque Université Clermont Auvergne";"Herbiers universitaires de Clermont-Ferrand";"fre";;;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lamiaceae_Nepeta_spruneri_CLF125644.jpg"
